comment_id,post_id,topic,comment_text,intent,sentiment_label,likes_on_comment,posted_on
C00068_P019,P019,Social Anxiety,i'm going to pretend i didn't read this ?!,validation,relatable,9,2025-06-26
C00069_P019,P019,Social Anxiety,I paused. sat down. processed. same. fr fr,validation,relatable,6,2025-06-26
C00070_P019,P019,Social Anxiety,this speaks for my whole generation no cap,validation,relatable,5,2025-06-26
C00071_P019,P019,Social Anxiety,bro so me 💀,validation,relatable,18,2025-06-26
C00072_P019,P019,Social Anxiety,I'm going to pretend I didn't read this da,validation,relatable,10,2025-06-26
C00073_P019,P019,Social Anxiety,genuinely how do you know my life 🥲,validation,relatable,10,2025-06-26
C00074_P019,P019,Social Anxiety,I relate to this too much lmaoo,validation,relatable,12,2025-06-26
C00075_P019,P019,Social Anxiety,stop describing me ngl,validation,relatable,8,2025-06-26
C00076_P019,P019,Social Anxiety,this is it me...,validation,relatable,16,2025-06-26
C00077_P019,P019,Social Anxiety,not me my last three years in one video yaar,validation,relatable,13,2025-06-26
C00078_P019,P019,Social Anxiety,awesome work :),generic,neutral,7,2025-06-26
C00079_P019,P019,Social Anxiety,it's too accurate bhai,validation,relatable,10,2025-06-26
C00080_P019,P019,Social Anxiety,background music name?,generic,neutral,14,2025-06-26
C00081_P019,P019,Social Anxiety,genuinely how do you know my life yaar,validation,relatable,16,2025-06-26
C00082_P019,P019,Social Anxiety,watched this five times already 🥲🥲,validation,relatable,10,2025-06-26
C00083_P019,P019,Social Anxiety,when is part 2? sis,generic,neutral,12,2025-06-26
C00084_P019,P019,Social Anxiety,I relate to this too much 🥲,validation,relatable,8,2025-06-26
C00085_P019,P019,Social Anxiety,not to be dramatic but this post understood me better than my alst three conversations 😭,validation,relatable,18,2025-06-26
C00086_P019,P019,Social Anxiety,CHECK MY PAGE!,generic,neutral,9,2025-06-26
C00087_P019,P019,Social Anxiety,deserves way more likes macha,generic,neutral,16,2025-06-26
C00088_P019,P019,Social Anxiety,the way so me lmaoo,validation,relatable,12,2025-06-26
C00089_P019,P019,Social Anxiety,that hit close to home pls,validation,relatable,12,2025-06-26
C00090_P019,P019,Social Anxiety,THIS IS MY LAST THREE YEARS IN ONE VIDEO...,validation,relatable,11,2025-06-26
C00091_P019,P019,Social Anxiety,i didn't consent to being exposed 💀,validation,relatable,9,2025-06-26
C00092_P019,P019,Social Anxiety,fr a documentary about me 😅,validation,relatable,8,2025-06-26
C00093_P019,P019,Social Anxiety,not me so me no cap,validation,relatable,8,2025-06-26
C00094_P019,P019,Social Anxiety,why is this my last three years in one video da,validation,relatable,8,2025-06-26
C00095_P019,P019,Social Anxiety,i'm going to pretend i didn't read this yaar,validation,relatable,13,2025-06-26
C00096_P019,P019,Social Anxiety,follow for follow?,generic,neutral,10,2025-06-26
C00097_P019,P019,Social Anxiety,"hold on, screenshot of my head lol",validation,relatable,6,2025-06-26
C00098_P019,P019,Social Anxiety,why is this it me fr,validation,relatable,17,2025-06-26
C00099_P019,P019,Social Anxiety,why is this exactly what I go through 🥲🥲,validation,relatable,14,2025-06-26
C00100_P019,P019,Social Anxiety,the way it me yaar,validation,relatable,15,2025-06-26
C00101_P019,P019,Social Anxiety,wow okay then,ambiguous,relatable,19,2025-06-26
C00102_P019,P019,Social Anxiety,wait me in one post bhai,validation,relatable,8,2025-06-26
C00103_P019,P019,Social Anxiety,I felt that!!,validation,relatable,10,2025-06-26
C00104_P019,P019,Social Anxiety,why does this feel personal fr,validation,relatable,13,2025-06-26
C00105_P019,P019,Social Anxiety,i felt that da,validation,relatable,12,2025-06-26
C00106_P019,P019,Social Anxiety,your page will blow up bro,generic,neutral,8,2025-06-26
C00107_P019,P019,Social Anxiety,sending this to the group chat with no context bhai,validation,relatable,13,2025-06-26
C00108_P019,P019,Social Anxiety,yeah.,ambiguous,relatable,9,2025-06-26
C00109_P019,P019,Social Anxiety,reporting this for personal damage lmaoo,validation,relatable,8,2025-06-26
C00110_P019,P019,Social Anxiety,WHY IS NOBODY TALKING ABOUT HOW ACCURATE THIS IS,ambiguous,relatable,11,2025-06-26
C00111_P019,P019,Social Anxiety,this is literally me,validation,relatable,11,2025-06-26
C00112_P019,P019,Social Anxiety,watched this five times already,validation,relatable,11,2025-06-26
C00113_P019,P019,Social Anxiety,excuse me the story of my life ngl,validation,relatable,7,2025-06-26
C00114_P019,P019,Social Anxiety,excuse me my brain on a normal tuesday istg,validation,relatable,14,2025-06-26
C00115_P019,P019,Social Anxiety,the caption though,ambiguous,relatable,9,2025-06-26
C00116_P019,P019,Social Anxiety,REPORTING THIS FOR PERSONAL DAMAGE ISTG,validation,relatable,7,2025-06-26
C00117_P019,P019,Social Anxiety,true that ++,generic,neutral,14,2025-06-26
C00118_P019,P019,Social Anxiety,every frame is my biography ong,validation,relatable,16,2025-06-26
C00119_P019,P019,Social Anxiety,this is the kind of post you save at 2am and rewatch when it happens again!!,validation,relatable,14,2025-06-26
C00000_P020,P020,Dating & Situationships,ok but my whole life!!,validation,relatable,10,2025-06-27
C00001_P020,P020,Dating & Situationships,where are you from?,question,neutral,9,2025-06-27
C00002_P020,P020,Dating & Situationships,I felt that lol,validation,relatable,12,2025-06-27
C00003_P020,P020,Dating & Situationships,what app is this?,question,neutral,11,2025-06-27
C00004_P020,P020,Dating & Situationships,SEEN.,ambiguous,relatable,7,2025-06-27
C00005_P020,P020,Dating & Situationships,I agree !!,generic,neutral,8,2025-06-27
C00006_P020,P020,Dating & Situationships,haha true bro,generic,neutral,12,2025-06-27
C00007_P020,P020,Dating & Situationships,it's one thing to make a meme and another to describe my whole personality!!,validation,relatable,7,2025-06-27
C00008_P020,P020,Dating & Situationships,reading this at 3am was a mistake 😅,validation,relatable,14,2025-06-27
C00009_P020,P020,Dating & Situationships,THIS IS SO ME LMAOO,validation,relatable,11,2025-06-27
C00010_P020,P020,Dating & Situationships,smooth transitions 👍,generic,neutral,11,2025-06-27
C00011_P020,P020,Dating & Situationships,I paused. sat down. processed. same. 😅,validation,relatable,11,2025-06-27
C00012_P020,P020,Dating & Situationships,the edit quality is insane 👍,generic,neutral,14,2025-06-27
C00013_P020,P020,Dating & Situationships,this felt personal,ambiguous,neutral,10,2025-06-27
C00014_P020,P020,Dating & Situationships,not me screenshot of my head 🥲🥲,validation,relatable,12,2025-06-27
C00015_P020,P020,Dating & Situationships,why is this my everyday routine bhai,validation,relatable,11,2025-06-27
C00016_P020,P020,Dating & Situationships,song name please?,generic,neutral,9,2025-06-27
C00017_P020,P020,Dating & Situationships,the timing of this post is suspicious yaar,validation,relatable,14,2025-06-27
C00000_P021,P021,Money Struggles,no because too real yaar,validation,relatable,7,2025-06-28
C00001_P021,P021,Money Struggles,watched this five times already lmao,validation,relatable,9,2025-06-28
C00002_P021,P021,Money Struggles,took the words right out of my mouth ong,validation,relatable,13,2025-06-28
C00003_P021,P021,Money Struggles,😍 :),generic,neutral,8,2025-06-28
C00004_P021,P021,Money Struggles,repotring this for personal damage,validation,relatable,13,2025-06-28
C00005_P021,P021,Money Struggles,Rs.200 is not small when you have Rs.400,personal_story,relatable,14,2025-06-28
C00006_P021,P021,Money Struggles,smooth transitions!,generic,neutral,11,2025-06-28
C00007_P021,P021,Money Struggles,sending this to the group chat with no context 🥲,validation,relatable,4,2025-06-28
C00008_P021,P021,Money Struggles,song name please?,generic,neutral,9,2025-06-28
C00009_P021,P021,Money Struggles,🔥🔥,generic,neutral,12,2025-06-28
C00010_P021,P021,Money Struggles,genuinely how do you know my life ong,validation,relatable,17,2025-06-28
C00011_P021,P021,Money Struggles,the timing of this post is suspicious 🥲🥲,validation,relatable,12,2025-06-28
C00012_P021,P021,Money Struggles,took the words right out of my mouth ngl,validation,relatable,9,2025-06-28
C00013_P021,P021,Money Struggles,bro the story of my life 😅,validation,relatable,12,2025-06-28
C00014_P021,P021,Money Struggles,THAT HIT CLOSE TO HOME ONG,validation,relatable,11,2025-06-28
C00015_P021,P021,Money Struggles,great content !!,generic,neutral,13,2025-06-28
C00016_P021,P021,Money Struggles,your page will blow up 🔥,generic,neutral,7,2025-06-28
C00017_P021,P021,Money Struggles,this is the kind of post you save at 2am and rewatch when it happens again no cap,validation,relatable,13,2025-06-28
C00000_P022,P022,College & Hostel Life,background music name? bro,generic,neutral,7,2025-06-30
C00001_P022,P022,College & Hostel Life,keep it up bro,generic,neutral,9,2025-06-30
C00002_P022,P022,College & Hostel Life,fr my everyday routine 😅,validation,relatable,12,2025-06-30
C00003_P022,P022,College & Hostel Life,dm for promotions ++,generic,neutral,7,2025-06-30
C00004_P022,P022,College & Hostel Life,hurts but fair,ambiguous,relatable,11,2025-06-30
C00005_P022,P022,College & Hostel Life,it's one thing to make a meme and another to describe my whole personality lol,validation,relatable,10,2025-06-30
C00006_P022,P022,College & Hostel Life,"found this page today, already binged everything :)",generic,neutral,12,2025-06-30
C00007_P022,P022,College & Hostel Life,DM for promotion 📩,spam,neutral,6,2025-06-30
C00008_P022,P022,College & Hostel Life,took the words right out of my mouth 💀,validation,relatable,14,2025-06-30
C00009_P022,P022,College & Hostel Life,the last line though,ambiguous,neutral,17,2025-06-30
C00010_P022,P022,College & Hostel Life,haha,generic,neutral,17,2025-06-30
C00011_P022,P022,College & Hostel Life,sadly accurate,ambiguous,relatable,13,2025-06-30
C00012_P022,P022,College & Hostel Life,no because exactly what I go through 💀,validation,relatable,7,2025-06-30
C00013_P022,P022,College & Hostel Life,which app is this?,generic,neutral,13,2025-06-30
C00014_P022,P022,College & Hostel Life,I live this every single day fr,validation,relatable,5,2025-06-30
C00015_P022,P022,College & Hostel Life,free followers in bio,generic,neutral,5,2025-06-30
C00016_P022,P022,College & Hostel Life,I'm going to pretend I didn't read this 🥲,validation,relatable,9,2025-06-30
C00017_P022,P022,College & Hostel Life,not me me in one post 😅,validation,relatable,11,2025-06-30
C00018_P022,P022,College & Hostel Life,our mess soup is just hot water with regret,personal_story,relatable,13,2025-06-30
C00019_P022,P022,College & Hostel Life,your page will blow up 👍,generic,neutral,12,2025-06-30
C00020_P022,P022,College & Hostel Life,ok but exactly what I go through istg,validation,relatable,10,2025-06-30
C00021_P022,P022,College & Hostel Life,the caption though,ambiguous,relatable,9,2025-06-30
C00022_P022,P022,College & Hostel Life,kinda yes,ambiguous,relatable,20,2025-06-30
C00023_P022,P022,College & Hostel Life,🔥🔥 ++,generic,neutral,10,2025-06-30
C00024_P022,P022,College & Hostel Life,dm for promotions bro,generic,neutral,10,2025-06-30
C00025_P022,P022,College & Hostel Life,that hit close to home da,validation,relatable,8,2025-06-30
C00026_P022,P022,College & Hostel Life,wow,ambiguous,relatable,13,2025-06-30
C00027_P022,P022,College & Hostel Life,"sent this to my best friend at 2am and she replied why is this us, I still have no answer 😭😭",validation,relatable,12,2025-06-30
C00028_P022,P022,College & Hostel Life,exactly.,ambiguous,relatable,8,2025-06-30
C00029_P022,P022,College & Hostel Life,bro me in one post lmao,validation,relatable,7,2025-06-30
C00030_P022,P022,College & Hostel Life,cool edit,generic,neutral,12,2025-06-30
C00031_P022,P022,College & Hostel Life,this speaks for my whole generation pls,validation,relatable,12,2025-06-30
C00032_P022,P022,College & Hostel Life,free followers in bio sis,generic,neutral,9,2025-06-30
C00033_P022,P022,College & Hostel Life,stop describing me lol,validation,relatable,16,2025-06-30
C00034_P022,P022,College & Hostel Life,do one about hostellers please,question,neutral,8,2025-06-30
C00035_P022,P022,College & Hostel Life,this is literally me istg,validation,relatable,10,2025-06-30
C00036_P022,P022,College & Hostel Life,okay but same,ambiguous,relatable,16,2025-06-30
C00037_P022,P022,College & Hostel Life,literally my everyday routine fr,validation,relatable,10,2025-06-30
C00038_P022,P022,College & Hostel Life,"hold on, my last three years in one video istg",validation,relatable,12,2025-06-30
C00039_P022,P022,College & Hostel Life,how are you so consistent with posting?,question,neutral,10,2025-06-30
C00040_P022,P022,College & Hostel Life,first comment btw,generic,neutral,9,2025-06-30
C00041_P022,P022,College & Hostel Life,this speaks for my whole generation 🥲,validation,relatable,18,2025-06-30
C00042_P022,P022,College & Hostel Life,"came here to laugh, stayed to confront myself lol",validation,relatable,10,2025-06-30
C00043_P022,P022,College & Hostel Life,I'm in this post and I don't like it bhai,validation,relatable,15,2025-06-30
C00044_P022,P022,College & Hostel Life,"came here to laugh, stayed to confront myself 🥲🥲",validation,relatable,9,2025-06-30
C00045_P022,P022,College & Hostel Life,wow okay,ambiguous,relatable,8,2025-06-30
C00046_P022,P022,College & Hostel Life,haha true!,generic,neutral,6,2025-06-30
C00047_P022,P022,College & Hostel Life,keep it up,generic,neutral,12,2025-06-30
C00048_P022,P022,College & Hostel Life,great content !!,generic,neutral,10,2025-06-30
C00049_P022,P022,College & Hostel Life,genuienly how do you know my life ong,validation,relatable,14,2025-06-30
C00050_P022,P022,College & Hostel Life,8am classes should be illegal,personal_story,relatable,10,2025-06-30
C00051_P022,P022,College & Hostel Life,sir this is my diary page da,validation,relatable,17,2025-06-30
C00052_P022,P022,College & Hostel Life,keep it up btw,generic,neutral,8,2025-06-30
C00053_P022,P022,College & Hostel Life,REPORTING THIS FOR PERSONAL DAMAGE FR FR,validation,relatable,14,2025-06-30
C00054_P022,P022,College & Hostel Life,the edit quality is insane bro,generic,neutral,13,2025-06-30
C00055_P022,P022,College & Hostel Life,it's too accurate 😭😭,validation,relatable,13,2025-06-30
C00056_P022,P022,College & Hostel Life,bro a documentary about me fr,validation,relatable,14,2025-06-30
C00057_P022,P022,College & Hostel Life,when is part 2?,generic,neutral,13,2025-06-30
C00058_P022,P022,College & Hostel Life,this felt personal,ambiguous,neutral,12,2025-06-30
C00059_P022,P022,College & Hostel Life,personally attacked,ambiguous,neutral,8,2025-06-30
C00060_P022,P022,College & Hostel Life,I felt that 😭,validation,relatable,6,2025-06-30
C00061_P022,P022,College & Hostel Life,WHAT APP IS THIS?,question,neutral,15,2025-06-30
C00062_P022,P022,College & Hostel Life,"found this page today, already binged everything 👍",generic,neutral,12,2025-06-30
C00063_P022,P022,College & Hostel Life,do a collab with us sis,generic,neutral,13,2025-06-30
C00064_P022,P022,College & Hostel Life,"hold on, so me lmaoo",validation,relatable,11,2025-06-30
C00065_P022,P022,College & Hostel Life,award for most generic post goes to,sarcasm,neutral,7,2025-06-30
C00066_P022,P022,College & Hostel Life,free followers in bio !!,generic,neutral,7,2025-06-30
C00067_P022,P022,College & Hostel Life,"ok but this is literally everyone, nothing unique",sarcasm,neutral,12,2025-06-30
C00068_P022,P022,College & Hostel Life,dm for promotions 👍,generic,neutral,10,2025-06-30
C00069_P022,P022,College & Hostel Life,AWESOME WORK 👍,generic,neutral,8,2025-06-30
C00070_P022,P022,College & Hostel Life,sir this is my diary page yaar,validation,relatable,11,2025-06-30
C00071_P022,P022,College & Hostel Life,"another relatable page, how original",sarcasm,neutral,6,2025-06-30
C00072_P022,P022,College & Hostel Life,reading this at 3am was a mistake 😭😭,validation,relatable,11,2025-06-30
C00073_P022,P022,College & Hostel Life,REPORTING THIS FOR PERSONAL DAMAGE FR,validation,relatable,9,2025-06-30
C00074_P022,P022,College & Hostel Life,crypto class in bio 🔥,spam,neutral,13,2025-06-30
C00075_P022,P022,College & Hostel Life,part 2 please?,question,neutral,9,2025-06-30
C00076_P022,P022,College & Hostel Life,I didn't consent to being exposed fr,validation,relatable,10,2025-06-30
C00077_P022,P022,College & Hostel Life,make one about first job interviews please,question,neutral,5,2025-06-30
C00078_P022,P022,College & Hostel Life,facts bro,generic,neutral,7,2025-06-30
C00079_P022,P022,College & Hostel Life,song name please? 🔥,generic,neutral,10,2025-06-30
C00080_P022,P022,College & Hostel Life,this is literally me da,validation,relatable,11,2025-06-30
C00081_P022,P022,College & Hostel Life,i've never been so seen 🥲,validation,relatable,11,2025-06-30
C00082_P022,P022,College & Hostel Life,ok this one hurt,ambiguous,neutral,9,2025-06-30
C00083_P022,P022,College & Hostel Life,this is literally me...,validation,relatable,12,2025-06-30
C00084_P022,P022,College & Hostel Life,fr my last three years in one video yaar,validation,relatable,14,2025-06-30
C00085_P022,P022,College & Hostel Life,sending this to the group chat with no context istg,validation,relatable,13,2025-06-30
C00086_P022,P022,College & Hostel Life,YES BECAUSE EVERYONE DOES THIS OBVIOUSLY,sarcasm,neutral,6,2025-06-30
C00087_P022,P022,College & Hostel Life,"earn 5000 daily, link in bio",spam,neutral,11,2025-06-30
C00088_P022,P022,College & Hostel Life,your page will blow up,generic,neutral,7,2025-06-30
C00089_P022,P022,College & Hostel Life,"hold on, my whole life 🥲",validation,relatable,9,2025-06-30
C00090_P022,P022,College & Hostel Life,cool edit 🔥,generic,neutral,18,2025-06-30
C00091_P022,P022,College & Hostel Life,true that!,generic,neutral,8,2025-06-30
C00092_P022,P022,College & Hostel Life,genuinely how do you know my life no cap,validation,relatable,11,2025-06-30
C00093_P022,P022,College & Hostel Life,nah so me 💀,validation,relatable,12,2025-06-30
C00094_P022,P022,College & Hostel Life,please check my new page 🙏,spam,neutral,12,2025-06-30
C00095_P022,P022,College & Hostel Life,so true 🔥,generic,neutral,11,2025-06-30
C00096_P022,P022,College & Hostel Life,song name please? bro,generic,neutral,4,2025-06-30
C00097_P022,P022,College & Hostel Life,ok boomer,sarcasm,neutral,9,2025-06-30
C00098_P022,P022,College & Hostel Life,not me my brain on a normal tuesday 😅,validation,relatable,11,2025-06-30
C00099_P022,P022,College & Hostel Life,background music name?,generic,neutral,7,2025-06-30
C00100_P022,P022,College & Hostel Life,can we get a version with english subtitles?,question,neutral,10,2025-06-30
C00101_P022,P022,College & Hostel Life,which app is this? btw,generic,neutral,6,2025-06-30
C00102_P022,P022,College & Hostel Life,how long did this take to edit?,question,neutral,7,2025-06-30
C00103_P022,P022,College & Hostel Life,the edit quality is insane,generic,neutral,10,2025-06-30
C00104_P022,P022,College & Hostel Life,fr my brain on a normal tuesday 🥲🥲,validation,relatable,8,2025-06-30
C00105_P022,P022,College & Hostel Life,is this based on real events?,question,neutral,11,2025-06-30
C00106_P022,P022,College & Hostel Life,exactly this,ambiguous,neutral,12,2025-06-30
C00107_P022,P022,College & Hostel Life,deserves way more likes :),generic,neutral,13,2025-06-30
C00108_P022,P022,College & Hostel Life,instagram therapists at it again,sarcasm,neutral,8,2025-06-30
C00109_P022,P022,College & Hostel Life,this is so me no cap,validation,relatable,8,2025-06-30
C00110_P022,P022,College & Hostel Life,this is my biography ?!,validation,relatable,7,2025-06-30
C00111_P022,P022,College & Hostel Life,NOT ME A DOCUMENTARY ABOUT ME LMAOO,validation,relatable,12,2025-06-30
C00112_P022,P022,College & Hostel Life,song name please?,generic,neutral,12,2025-06-30
C00113_P022,P022,College & Hostel Life,i didnt consent to being exposed bhai,validation,relatable,6,2025-06-30
C00114_P022,P022,College & Hostel Life,this is too real da,validation,relatable,15,2025-06-30
C00115_P022,P022,College & Hostel Life,ok but my whole life!!,validation,relatable,6,2025-06-30
C00116_P022,P022,College & Hostel Life,nah too accurate 💀,validation,relatable,11,2025-06-30
C00117_P022,P022,College & Hostel Life,the ending 😭,ambiguous,relatable,12,2025-06-30
C00118_P022,P022,College & Hostel Life,what camera do you use?,question,neutral,14,2025-06-30
C00119_P022,P022,College & Hostel Life,stating the obvious since 2020,sarcasm,neutral,12,2025-06-30
C00000_P023,P023,Family Pressure,the way it me 💀,validation,relatable,11,2025-07-01
C00001_P023,P023,Family Pressure,"I'm the family NGO, free labour included",personal_story,relatable,13,2025-07-01
C00002_P023,P023,Family Pressure,realest thing on my feed today,ambiguous,relatable,10,2025-07-01
C00003_P023,P023,Family Pressure,fr my last three years in one video lol,validation,relatable,12,2025-07-01
C00004_P023,P023,Family Pressure,😍,generic,neutral,11,2025-07-01
C00005_P023,P023,Family Pressure,this generation and its labels istg,sarcasm,neutral,13,2025-07-01
C00006_P023,P023,Family Pressure,"why does this have no likes, underrated",question,neutral,7,2025-07-01
C00007_P023,P023,Family Pressure,reporting this for personal damage 😭,validation,relatable,6,2025-07-01
C00008_P023,P023,Family Pressure,which app is this? ++,generic,neutral,9,2025-07-01
C00009_P023,P023,Family Pressure,stop describing me 🥲,validation,relatable,8,2025-07-01
C00010_P023,P023,Family Pressure,"came here to laugh, stayed to confront myself no cap",validation,relatable,14,2025-07-01
C00011_P023,P023,Family Pressure,not this again,ambiguous,neutral,8,2025-07-01
C00012_P023,P023,Family Pressure,can we get a version with english subtitles?,question,neutral,17,2025-07-01
C00013_P023,P023,Family Pressure,which app is this?,generic,neutral,9,2025-07-01
C00014_P023,P023,Family Pressure,the caption though,ambiguous,relatable,8,2025-07-01
C00015_P023,P023,Family Pressure,"found this page today, already binged everything macha",generic,neutral,13,2025-07-01
C00016_P023,P023,Family Pressure,the honesty is refreshing,ambiguous,relatable,12,2025-07-01
C00017_P023,P023,Family Pressure,ok so my last three years in one video 🥲,validation,relatable,11,2025-07-01
C00018_P023,P023,Family Pressure,underrated page fr :),generic,neutral,11,2025-07-01
C00019_P023,P023,Family Pressure,is this based on real events?,question,neutral,12,2025-07-01
C00020_P023,P023,Family Pressure,"hold on, literally me",validation,relatable,9,2025-07-01
C00000_P024,P024,Self-Image & Comparison,everyone my age is achieving things and I'm here,personal_story,relatable,9,2025-07-02
C00001_P024,P024,Self-Image & Comparison,the algorithm finally did something right,generic,neutral,10,2025-07-02
C00002_P024,P024,Self-Image & Comparison,how are you so consistent with posting?,question,neutral,14,2025-07-02
C00003_P024,P024,Self-Image & Comparison,do a collab with us bro,generic,neutral,13,2025-07-02
C00000_P025,P025,Social Anxiety,hello?? me in one post fr fr,validation,relatable,11,2025-07-04
C00001_P025,P025,Social Anxiety,ok but too accurate lmaoo,validation,relatable,10,2025-07-04
C00002_P025,P025,Social Anxiety,my hands shake when the phone rings too,personal_story,relatable,13,2025-07-04
C00003_P025,P025,Social Anxiety,the algorithm finally did something right sis,generic,neutral,11,2025-07-04
C00004_P025,P025,Social Anxiety,"I rehearse before ordering coffee, no exaggeration",personal_story,relatable,14,2025-07-04
C00005_P025,P025,Social Anxiety,i'm going to pretend i didn't read this no cap,validation,relatable,15,2025-07-04
C00006_P025,P025,Social Anxiety,the timing of this post is suspicious...,validation,relatable,10,2025-07-04
C00007_P025,P025,Social Anxiety,ok so too accurate yaar,validation,relatable,9,2025-07-04
C00008_P025,P025,Social Anxiety,I'm going to pretend I didn't read this lol,validation,relatable,11,2025-07-04
C00009_P025,P025,Social Anxiety,which app is this? btw,generic,neutral,15,2025-07-04
C00010_P025,P025,Social Anxiety,ok but exactly what I go through pls,validation,relatable,8,2025-07-04
C00011_P025,P025,Social Anxiety,"hold on, my biography",validation,relatable,12,2025-07-04
C00012_P025,P025,Social Anxiety,"hold on, personal at this point anna",validation,relatable,12,2025-07-04
C00013_P025,P025,Social Anxiety,so true btw,generic,neutral,13,2025-07-04
C00014_P025,P025,Social Anxiety,not me exactly what I go through istg,validation,relatable,8,2025-07-04
C00015_P025,P025,Social Anxiety,lol ok sis,generic,neutral,12,2025-07-04
C00016_P025,P025,Social Anxiety,WHO ALLOWED YOU TO EXPOSE ME LIKE THIS NGL,validation,relatable,15,2025-07-04
C00017_P025,P025,Social Anxiety,dm for promotions !!,generic,neutral,8,2025-07-04
C00018_P025,P025,Social Anxiety,it's too cacurate 😅,validation,relatable,9,2025-07-04
C00019_P025,P025,Social Anxiety,exactly.,ambiguous,neutral,17,2025-07-04
C00020_P025,P025,Social Anxiety,"sent this to my best friend at 2am and she replied why is this us, I still have no answer fr",validation,relatable,8,2025-07-04
C00021_P025,P025,Social Anxiety,haha true bro,generic,neutral,14,2025-07-04
C00022_P025,P025,Social Anxiety,saved this for the next time it happens 😭😭,validation,relatable,11,2025-07-04
C00023_P025,P025,Social Anxiety,literally screenshot of my head 😭,validation,relatable,9,2025-07-04
C00000_P026,P026,Dating & Situationships,why does this feel personal istg,validation,relatable,10,2025-07-05
C00001_P026,P026,Dating & Situationships,hmm,ambiguous,neutral,17,2025-07-05
C00002_P026,P026,Dating & Situationships,mine left me on delivered for 3 days 😭,personal_story,relatable,9,2025-07-05
C00003_P026,P026,Dating & Situationships,"another relatable page, how original",sarcasm,neutral,12,2025-07-05
C00004_P026,P026,Dating & Situationships,dm for promotions,generic,neutral,9,2025-07-05
C00005_P026,P026,Dating & Situationships,I'm going to pretend I didn't read this,validation,relatable,13,2025-07-05
C00006_P026,P026,Dating & Situationships,I relate to this too much anna,validation,relatable,7,2025-07-05
C00007_P026,P026,Dating & Situationships,song name please? :),generic,neutral,17,2025-07-05
C00008_P026,P026,Dating & Situationships,took the words right out of my mouth lmao,validation,relatable,10,2025-07-05
C00000_P027,P027,Money Struggles,realest thing on my feed today,ambiguous,relatable,12,2025-07-07
C00001_P027,P027,Money Struggles,saved this for the next time it happens fr,validation,relatable,12,2025-07-07
C00002_P027,P027,Money Struggles,first cooomment ++,generic,neutral,8,2025-07-07
C00003_P027,P027,Money Struggles,"why did this describe my entire existence in 30 seconds, I'm filing a complaint anna",validation,relatable,8,2025-07-07
C00004_P027,P027,Money Struggles,follow for follow?,generic,neutral,6,2025-07-07
C00005_P027,P027,Money Struggles,why is this a documentary about me pls,validation,relatable,13,2025-07-07
C00006_P027,P027,Money Struggles,the caption though,ambiguous,neutral,12,2025-07-07
C00007_P027,P027,Money Struggles,free followers in bio !!,generic,neutral,11,2025-07-07
C00008_P027,P027,Money Struggles,why is this the story of my life ngl,validation,relatable,14,2025-07-07
C00009_P027,P027,Money Struggles,every frame is my biography anna,validation,relatable,13,2025-07-07
C00010_P027,P027,Money Struggles,literally my biography,validation,relatable,11,2025-07-07
C00011_P027,P027,Money Struggles,hello?? my biography bhai,validation,relatable,14,2025-07-07
C00012_P027,P027,Money Struggles,why does this feel personal...,validation,relatable,8,2025-07-07
C00013_P027,P027,Money Struggles,saved this for the next time it happens lmao,validation,relatable,7,2025-07-07
C00014_P027,P027,Money Struggles,I paused. sat down. processed. same. 🥲,validation,relatable,9,2025-07-07
C00015_P027,P027,Money Struggles,kinda yes,ambiguous,relatable,6,2025-07-07
C00016_P027,P027,Money Struggles,who allowed you to expose me like this da,validation,relatable,11,2025-07-07
C00017_P027,P027,Money Struggles,this is my 13th reason (affectionate),ambiguous,relatable,15,2025-07-07
C00018_P027,P027,Money Struggles,true macha,generic,neutral,6,2025-07-07
C00019_P027,P027,Money Struggles,I felt that 💀,validation,relatable,7,2025-07-07
C00020_P027,P027,Money Struggles,no because so me lmao,validation,relatable,10,2025-07-07
C00021_P027,P027,Money Struggles,this generation and its labels istg,sarcasm,neutral,15,2025-07-07
C00022_P027,P027,Money Struggles,WHY IS THIS SCREENSHOT OF MY HEAD FR,validation,relatable,9,2025-07-07
C00023_P027,P027,Money Struggles,my account balance is a horror movie,personal_story,relatable,11,2025-07-07
C00024_P027,P027,Money Struggles,this speaks for my whole generation lmao,validation,relatable,6,2025-07-07
C00025_P027,P027,Money Struggles,I paused. sat down. processed. same. 🥲🥲,validation,relatable,8,2025-07-07
C00026_P027,P027,Money Struggles,ok so my whole life yaar,validation,relatable,18,2025-07-07
C00027_P027,P027,Money Struggles,awesome work!,generic,neutral,16,2025-07-07
C00028_P027,P027,Money Struggles,"hold on, me in one post 💀",validation,relatable,4,2025-07-07
C00029_P027,P027,Money Struggles,ok so my last three years in one video no cap,validation,relatable,16,2025-07-07
C00030_P027,P027,Money Struggles,bro exactly what I go through 😅,validation,relatable,12,2025-07-07
C00031_P027,P027,Money Struggles,lol ok tbw,generic,neutral,14,2025-07-07
C00032_P027,P027,Money Struggles,Rs.200 is not small when you have Rs.400,personal_story,relatable,10,2025-07-07
C00033_P027,P027,Money Struggles,the way it me,validation,relatable,11,2025-07-07
C00034_P027,P027,Money Struggles,the way it me 😭😭,validation,relatable,11,2025-07-07
C00035_P027,P027,Money Struggles,I agree !!,generic,neutral,12,2025-07-07
