comment_id,post_id,topic,comment_text,intent,sentiment_label,likes_on_comment,posted_on,clean,relatable_tag,relatable_probability,lexicon_score
C00017_P013,P013,Social Anxiety,TRUE THAT !!,generic,neutral,11,2025-06-17,true that !!,Neutral,0.0249,0.74
C00000_P014,P014,Dating & Situationships,why is this a mood,ambiguous,neutral,10,2025-06-19,why is this a mood,Relatable,0.6564,0.0
C00001_P014,P014,Dating & Situationships,great content :),generic,neutral,11,2025-06-19,great content,Neutral,0.0295,-0.34
C00002_P014,P014,Dating & Situationships,SEEN.,ambiguous,relatable,15,2025-06-19,seen,Neutral,0.4816,0.34
C00003_P014,P014,Dating & Situationships,stating the obvious since 2020,sarcasm,neutral,10,2025-06-19,stating the obvious since,Neutral,0.0468,0.0
C00004_P014,P014,Dating & Situationships,FR MY WHOLE LIFE ONG,validation,relatable,10,2025-06-19,fr my whole life ong,Relatable,0.9858,0.0
C00005_P014,P014,Dating & Situationships,why is this my whole life ong,validation,relatable,13,2025-06-19,why is this my whole life ong,Relatable,0.9793,0.0
C00006_P014,P014,Dating & Situationships,this one,ambiguous,neutral,10,2025-06-19,this one,Neutral,0.405,0.0
C00007_P014,P014,Dating & Situationships,ok so a documentary about me 😭,validation,relatable,9,2025-06-19,ok so a documentary about me,Relatable,0.961,0.34
C00008_P014,P014,Dating & Situationships,deserves way more likes bro,generic,neutral,10,2025-06-19,deserves way more likes bro,Neutral,0.0304,0.0
C00009_P014,P014,Dating & Situationships,"sure, totally me",sarcasm,neutral,8,2025-06-19,sure totally me,Neutral,0.0829,0.34
C00010_P014,P014,Dating & Situationships,I didn't consent to being exposed anna,validation,relatable,8,2025-06-19,i didn't consent to being exposed anna,Relatable,0.9665,0.0
C00011_P014,P014,Dating & Situationships,you read my diary ngl,validation,relatable,11,2025-06-19,you read my diary ngl,Relatable,0.979,0.0
C00012_P014,P014,Dating & Situationships,love this page :),generic,neutral,10,2025-06-19,love this page,Neutral,0.0197,-0.34
C00013_P014,P014,Dating & Situationships,hello?? srceenshot of my head no cap,validation,relatable,15,2025-06-19,hello srceenshot of my head no cap,Relatable,0.9884,0.0
C00014_P014,P014,Dating & Situationships,mine left me on delivered for 3 days 😭,personal_story,relatable,10,2025-06-19,mine left me on delivered for days,Relatable,0.9144,0.34
C00000_P015,P015,Money Struggles,I agree macha,generic,neutral,7,2025-06-20,i agree macha,Neutral,0.0258,0.0
C00001_P015,P015,Money Struggles,this is so me lol,validation,relatable,20,2025-06-20,this is so me lol,Relatable,0.9748,0.34
C00002_P015,P015,Money Struggles,this is literally me bhai,validation,relatable,11,2025-06-20,this is literally me bhai,Relatable,0.9743,0.68
C00003_P015,P015,Money Struggles,deserves way more likes sis,generic,neutral,11,2025-06-20,deserves way more likes sis,Neutral,0.0249,0.0
C00004_P015,P015,Money Struggles,reporting this for personal damage lmaoo,validation,relatable,6,2025-06-20,reporting this for personal damage lmaoo,Relatable,0.9668,0.0
C00005_P015,P015,Money Struggles,no yeah,ambiguous,neutral,13,2025-06-20,no yeah,Neutral,0.2512,0.0
C00006_P015,P015,Money Struggles,check my page btw,generic,neutral,8,2025-06-20,check my page btw,Neutral,0.0202,-0.68
C00007_P015,P015,Money Struggles,why is this a mood,ambiguous,relatable,15,2025-06-20,why is this a mood,Relatable,0.6564,0.0
C00008_P015,P015,Money Struggles,LOVE THIS PAGE!,generic,neutral,8,2025-06-20,love this page!,Neutral,0.0197,0.2
C00009_P015,P015,Money Struggles,Rs.200 is not small when you have Rs.400,personal_story,relatable,8,2025-06-20,rs is not small when you have rs,Relatable,0.8715,0.0
C00010_P015,P015,Money Struggles,exactly.,ambiguous,relatable,6,2025-06-20,exactly,Neutral,0.3346,0.34
C00011_P015,P015,Money Struggles,i didn't consent to being exposed 🥲🥲,validation,relatable,10,2025-06-20,i didn't consent to being exposed,Relatable,0.9666,0.0
C00012_P015,P015,Money Struggles,saved this for the next time it happens,validation,relatable,11,2025-06-20,saved this for the next time it happens,Relatable,0.95,0.0
C00013_P015,P015,Money Struggles,this felt personal,ambiguous,relatable,6,2025-06-20,this felt personal,Relatable,0.7053,0.34
C00014_P015,P015,Money Struggles,so true!,generic,neutral,13,2025-06-20,so true!,Neutral,0.0315,0.2
C00015_P015,P015,Money Struggles,background music name? btw,generic,neutral,10,2025-06-20,background music name btw,Neutral,0.0168,-0.34
C00016_P015,P015,Money Struggles,which app is this? sis,generic,neutral,11,2025-06-20,which app is this sis,Neutral,0.0173,-0.34
C00017_P015,P015,Money Struggles,I relate to this too much da,validation,relatable,10,2025-06-20,i relate to this too much da,Relatable,0.9728,0.0
C00000_P016,P016,College & Hostel Life,free followers in bio sis,generic,neutral,16,2025-06-22,free followers in bio sis,Neutral,0.0239,-0.68
C00001_P016,P016,College & Hostel Life,I live this every single day bhai,validation,relatable,10,2025-06-22,i live this every single day bhai,Relatable,0.9548,0.0
C00002_P016,P016,College & Hostel Life,lol ok sis,generic,neutral,9,2025-06-22,lol ok sis,Neutral,0.0364,0.0
C00003_P016,P016,College & Hostel Life,this speaks for my whole generation lmao,validation,relatable,12,2025-06-22,this speaks for my whole generation lmao,Relatable,0.9669,0.0
C00004_P016,P016,College & Hostel Life,true ++,generic,neutral,10,2025-06-22,true,Neutral,0.0084,0.34
C00005_P016,P016,College & Hostel Life,why is this too real 🥲,validation,relatable,5,2025-06-22,why is this too real,Relatable,0.9089,0.34
C00006_P016,P016,College & Hostel Life,"sure, totally me",sarcasm,neutral,8,2025-06-22,sure totally me,Neutral,0.0829,0.34
C00007_P016,P016,College & Hostel Life,DM for promotion 📩,spam,neutral,12,2025-06-22,dm for promotion,Neutral,0.043,-0.68
C00008_P016,P016,College & Hostel Life,stating the obvious since 2020,sarcasm,neutral,12,2025-06-22,stating the obvious since,Neutral,0.0468,0.0
C00009_P016,P016,College & Hostel Life,our mess soup is just hot water with regret,personal_story,relatable,5,2025-06-22,our mess soup is just hot water with regret,Relatable,0.8672,0.0
C00010_P016,P016,College & Hostel Life,true btw,generic,neutral,8,2025-06-22,true btw,Neutral,0.0153,0.34
C00011_P016,P016,College & Hostel Life,can you make one about exams?,question,neutral,9,2025-06-22,can you make one about exams,Neutral,0.0733,0.0
C00012_P016,P016,College & Hostel Life,award for most generic post goes to,sarcasm,neutral,12,2025-06-22,award for most generic post goes to,Neutral,0.0696,0.0
C00013_P016,P016,College & Hostel Life,i didn't consent to being exposed ?!,validation,relatable,5,2025-06-22,i didn't consent to being exposed !,Relatable,0.9666,0.2
C00014_P016,P016,College & Hostel Life,this is my biography lmao,validation,relatable,7,2025-06-22,this is my biography lmao,Relatable,0.9828,0.0
C00000_P017,P017,Family Pressure,background music name? bro,generic,neutral,12,2025-06-23,background music name bro,Neutral,0.0219,-0.34
C00001_P017,P017,Family Pressure,exactly this,ambiguous,relatable,8,2025-06-23,exactly this,Relatable,0.5504,0.34
C00002_P017,P017,Family Pressure,the way too accurate pls,validation,relatable,9,2025-06-23,the way too accurate pls,Relatable,0.9702,0.34
C00003_P017,P017,Family Pressure,smooth transitions :),generic,neutral,15,2025-06-23,smooth transitions,Neutral,0.0534,0.0
C00004_P017,P017,Family Pressure,your page will blow up btw,generic,neutral,5,2025-06-23,your page will blow up btw,Neutral,0.0114,-0.34
C00005_P017,P017,Family Pressure,reporting this for personal damage ong,validation,relatable,7,2025-06-23,reporting this for personal damage ong,Relatable,0.9528,0.0
C00006_P017,P017,Family Pressure,"I'm the family NGO, free labour included",personal_story,relatable,8,2025-06-23,i'm the family ngo free labour included,Relatable,0.8586,-0.34
C00007_P017,P017,Family Pressure,haha bro,generic,neutral,5,2025-06-23,haha bro,Neutral,0.0307,0.0
C00008_P017,P017,Family Pressure,this is too accurate yaar,validation,relatable,8,2025-06-23,this is too accurate yaar,Relatable,0.963,0.34
C00009_P017,P017,Family Pressure,I've never been so seen 😅,validation,relatable,11,2025-06-23,i've never been so seen,Relatable,0.9208,0.34
C00010_P017,P017,Family Pressure,stating the obvious since 2020,sarcasm,neutral,10,2025-06-23,stating the obvious since,Neutral,0.0468,0.0
C00011_P017,P017,Family Pressure,literally my everyday routine lol,validation,relatable,15,2025-06-23,literally my everyday routine lol,Relatable,0.9508,0.34
C00012_P017,P017,Family Pressure,THIS ONE,ambiguous,neutral,13,2025-06-23,this one,Neutral,0.405,0.0
C00013_P017,P017,Family Pressure,personally attacked,ambiguous,neutral,9,2025-06-23,personally attacked,Neutral,0.238,0.34
C00014_P017,P017,Family Pressure,literally screenshot of my head 😅,validation,relatable,9,2025-06-23,literally screenshot of my head,Relatable,0.9748,0.34
C00015_P017,P017,Family Pressure,not me literally me pls,validation,relatable,10,2025-06-23,not me literally me pls,Relatable,0.9814,0.68
C00016_P017,P017,Family Pressure,why is nobody talking about how accurate this is,ambiguous,relatable,11,2025-06-23,why is nobody talking about how accurate this is,Relatable,0.56,0.34
C00017_P017,P017,Family Pressure,true that,generic,neutral,9,2025-06-23,true that,Neutral,0.0249,0.34
C00018_P017,P017,Family Pressure,nice post macha,generic,neutral,12,2025-06-23,nice post macha,Neutral,0.0279,-0.34
C00019_P017,P017,Family Pressure,this is my brain on a normal tuesday 😅,validation,relatable,10,2025-06-23,this is my brain on a normal tuesday,Relatable,0.9769,0.0
C00020_P017,P017,Family Pressure,the edit quality is insane bro,generic,neutral,11,2025-06-23,the edit quality is insane bro,Neutral,0.0209,-0.34
C00021_P017,P017,Family Pressure,nah too real!!,validation,relatable,10,2025-06-23,nah too real!!,Relatable,0.88,0.4
C00022_P017,P017,Family Pressure,not me my whole life no cap,validation,relatable,9,2025-06-23,not me my whole life no cap,Relatable,0.9945,0.34
C00023_P017,P017,Family Pressure,dm for promotions 🔥,generic,neutral,16,2025-06-23,dm for promotions,Neutral,0.0208,-0.34
C00024_P017,P017,Family Pressure,this is literally me 🥲,validation,relatable,13,2025-06-23,this is literally me,Relatable,0.9766,0.68
C00025_P017,P017,Family Pressure,yeah.,ambiguous,neutral,8,2025-06-23,yeah,Neutral,0.3148,0.0
C00026_P017,P017,Family Pressure,I'm going to pretend I didn't read this lmao,validation,relatable,14,2025-06-23,i'm going to pretend i didn't read this lmao,Relatable,0.9768,0.0
C00027_P017,P017,Family Pressure,I paused. sat down. processed. same. 🥲,validation,relatable,11,2025-06-23,i paused sat down processed same,Relatable,0.9534,0.34
C00028_P017,P017,Family Pressure,this speaks for my whole generation 🥲🥲,validation,relatable,15,2025-06-23,this speaks for my whole generation,Relatable,0.9631,0.0
C00029_P017,P017,Family Pressure,not me my biography anna,validation,relatable,13,2025-06-23,not me my biography anna,Relatable,0.9895,0.34
C00030_P017,P017,Family Pressure,I feel seen,ambiguous,relatable,10,2025-06-23,i feel seen,Neutral,0.3236,0.34
C00031_P017,P017,Family Pressure,this is it me anna,validation,relatable,5,2025-06-23,this is it me anna,Relatable,0.9697,0.34
C00032_P017,P017,Family Pressure,when is part 2? !!,generic,neutral,9,2025-06-23,when is part !!,Neutral,0.0285,0.06
C00033_P017,P017,Family Pressure,deserves way more likes !!,generic,neutral,11,2025-06-23,deserves way more likes !!,Neutral,0.0361,0.4
C00034_P017,P017,Family Pressure,reporting this for personal damage lmao,validation,relatable,12,2025-06-23,reporting this for personal damage lmao,Relatable,0.9532,0.0
C00035_P017,P017,Family Pressure,the way too real 😭,validation,relatable,9,2025-06-23,the way too real,Relatable,0.9078,0.34
C00036_P017,P017,Family Pressure,I didnt consent to being exposed 🥲🥲,validation,relatable,8,2025-06-23,i didnt consent to being exposed,Relatable,0.9056,0.0
C00037_P017,P017,Family Pressure,ok this is a mood,ambiguous,neutral,14,2025-06-23,ok this is a mood,Neutral,0.3186,0.0
C00038_P017,P017,Family Pressure,fr my last three years in one video anna,validation,relatable,18,2025-06-23,fr my last three years in one video anna,Relatable,0.978,0.0
C00039_P017,P017,Family Pressure,the way I did this exact thing this morning and now I'm being called out publicly fr,validation,relatable,11,2025-06-23,the way i did this exact thing this morning and now i'm being called out publicly fr,Relatable,0.9241,0.34
C00040_P017,P017,Family Pressure,when is part 2? :),generic,neutral,8,2025-06-23,when is part,Neutral,0.0285,-0.34
C00041_P017,P017,Family Pressure,🔥🔥 btw,generic,neutral,9,2025-06-23,btw,Neutral,0.0307,0.0
C00042_P017,P017,Family Pressure,I'm going to pretend I didn't read this 😭,validation,relatable,5,2025-06-23,i'm going to pretend i didn't read this,Relatable,0.9746,0.0
C00043_P017,P017,Family Pressure,that's my whole ilfe lmaoo,validation,relatable,15,2025-06-23,that's my whole ilfe lmaoo,Relatable,0.963,0.0
C00044_P017,P017,Family Pressure,I'm going to pretend I didn't read this lmaoo,validation,relatable,7,2025-06-23,i'm going to pretend i didn't read this lmaoo,Relatable,0.9825,0.0
C00045_P017,P017,Family Pressure,but same though,ambiguous,relatable,11,2025-06-23,but same though,Neutral,0.3605,0.34
C00046_P017,P017,Family Pressure,your page will blow up!,generic,neutral,9,2025-06-23,your page will blow up!,Neutral,0.0171,-0.14
C00047_P017,P017,Family Pressure,I paused. sat down. processed. same. ?!,validation,relatable,11,2025-06-23,i paused sat down processed same !,Relatable,0.9534,0.54
C00048_P017,P017,Family Pressure,when iiis part 2? sis,generic,neutral,12,2025-06-23,when iis part sis,Neutral,0.0316,-0.34
C00049_P017,P017,Family Pressure,"hold on, personal at this point ?!",validation,relatable,14,2025-06-23,hold on personal at this point !,Relatable,0.9619,0.2
C00050_P017,P017,Family Pressure,MY THERAPIST AND MY GROUP CHAT WILL HEAR ABOUT THIS POST,validation,relatable,8,2025-06-23,my therapist and my group chat will hear about this post,Relatable,0.9305,0.0
C00051_P017,P017,Family Pressure,niec post!,generic,neutral,5,2025-06-23,niec post!,Neutral,0.1353,0.2
C00052_P017,P017,Family Pressure,ok so ym brain on a normal tuesday ong,validation,relatable,8,2025-06-23,ok so ym brain on a normal tuesday ong,Relatable,0.922,0.0
C00053_P017,P017,Family Pressure,check my page,generic,neutral,15,2025-06-23,check my page,Neutral,0.0322,-0.68
C00054_P017,P017,Family Pressure,exactly.,ambiguous,relatable,14,2025-06-23,exactly,Neutral,0.3346,0.34
C00055_P017,P017,Family Pressure,nice post,generic,neutral,11,2025-06-23,nice post,Neutral,0.0661,-0.34
C00056_P017,P017,Family Pressure,who allowed you to expose me like this!!,validation,relatable,11,2025-06-23,who allowed you to expose me like this!!,Relatable,0.951,0.74
C00057_P017,P017,Family Pressure,which app is this? :),generic,neutral,12,2025-06-23,which app is this,Neutral,0.025,-0.34
C00058_P017,P017,Family Pressure,stop describing me 😅,validation,relatable,8,2025-06-23,stop describing me,Relatable,0.9611,0.34
C00059_P017,P017,Family Pressure,fr my everyday routine fr fr,validation,relatable,15,2025-06-23,fr my everyday routine fr fr,Relatable,0.9698,0.0
C00060_P017,P017,Family Pressure,wait it me,validation,relatable,10,2025-06-23,wait it me,Relatable,0.9652,0.34
C00061_P017,P017,Family Pressure,this is so me,validation,relatable,10,2025-06-23,this is so me,Relatable,0.9807,0.34
C00062_P017,P017,Family Pressure,check my page bro,generic,neutral,11,2025-06-23,check my page bro,Neutral,0.0282,-0.68
C00000_P018,P018,Self-Image & Comparison,the way my whole life no cap,validation,relatable,10,2025-06-24,the way my whole life no cap,Relatable,0.9888,0.0
C00001_P018,P018,Self-Image & Comparison,background muisc name? !!,generic,neutral,12,2025-06-24,background muisc name !!,Neutral,0.045,0.4
C00002_P018,P018,Self-Image & Comparison,no because screenshot of my head ?!,validation,relatable,9,2025-06-24,no because screenshot of my head !,Relatable,0.9772,0.2
C00003_P018,P018,Self-Image & Comparison,😍 btw,generic,neutral,11,2025-06-24,btw,Neutral,0.0307,0.0
C00004_P018,P018,Self-Image & Comparison,when is part 2? btw,generic,neutral,11,2025-06-24,when is part btw,Neutral,0.0213,-0.34
C00005_P018,P018,Self-Image & Comparison,fr personal at this piont yaar,validation,relatable,12,2025-06-24,fr personal at this piont yaar,Relatable,0.9581,0.0
C00006_P018,P018,Self-Image & Comparison,"uninstalled Instagram twice, reinstalled in a day",personal_story,relatable,15,2025-06-24,uninstalled instagram twice reinstalled in a day,Relatable,0.8956,0.0
C00007_P018,P018,Self-Image & Comparison,the edit quality is insane btw,generic,neutral,13,2025-06-24,the edit quality is insane btw,Neutral,0.0172,-0.34
C00008_P018,P018,Self-Image & Comparison,underrated page fr sis,generic,neutral,8,2025-06-24,underrated page fr sis,Neutral,0.0216,-0.34
C00009_P018,P018,Self-Image & Comparison,check my page btw,generic,neutral,6,2025-06-24,check my page btw,Neutral,0.0202,-0.68
C00010_P018,P018,Self-Image & Comparison,ok btu literally me 😭😭,validation,relatable,9,2025-06-24,ok btu literally me,Relatable,0.9744,0.68
C00011_P018,P018,Self-Image & Comparison,took the words right out of my mouth...,validation,relatable,11,2025-06-24,took the words right out of my mouth,Relatable,0.9668,0.0
C00012_P018,P018,Self-Image & Comparison,I'm crying,ambiguous,relatable,6,2025-06-24,i'm crying,Relatable,0.5878,0.34
C00013_P018,P018,Self-Image & Comparison,it's too accurate anna,validation,relatable,11,2025-06-24,it's too accurate anna,Relatable,0.9772,0.34
C00014_P018,P018,Self-Image & Comparison,this is literally me fr fr,validation,relatable,11,2025-06-24,this is literally me fr fr,Relatable,0.985,0.68
C00015_P018,P018,Self-Image & Comparison,no because personal aat this point pls,validation,relatable,9,2025-06-24,no because personal aat this point pls,Relatable,0.9341,0.0
C00016_P018,P018,Self-Image & Comparison,can we get a version with english subtitles?,question,neutral,13,2025-06-24,can we get a version with english subtitles,Neutral,0.0604,0.0
C00017_P018,P018,Self-Image & Comparison,exactly this,ambiguous,relatable,7,2025-06-24,exactly this,Relatable,0.5504,0.34
C00018_P018,P018,Self-Image & Comparison,exactly.,ambiguous,neutral,7,2025-06-24,exactly,Neutral,0.3346,0.34
C00019_P018,P018,Self-Image & Comparison,background music name? macha,generic,neutral,13,2025-06-24,background music name macha,Neutral,0.0153,-0.34
C00020_P018,P018,Self-Image & Comparison,ok boomer,sarcasm,neutral,11,2025-06-24,ok boomer,Neutral,0.0538,0.0
C00021_P018,P018,Self-Image & Comparison,why is nobody talking about how accurate this is,ambiguous,relatable,12,2025-06-24,why is nobody talking about how accurate this is,Relatable,0.56,0.34
C00022_P018,P018,Self-Image & Comparison,is that your real voice?,question,neutral,10,2025-06-24,is that your real voice,Neutral,0.1107,0.34
C00023_P018,P018,Self-Image & Comparison,who hurt you bro,sarcasm,neutral,9,2025-06-24,who hurt you bro,Neutral,0.0399,0.34
C00024_P018,P018,Self-Image & Comparison,saved this for the next time it happens!!,validation,relatable,13,2025-06-24,saved this for the next time it happens!!,Relatable,0.95,0.4
C00025_P018,P018,Self-Image & Comparison,okay but same,ambiguous,neutral,13,2025-06-24,okay but same,Neutral,0.4851,0.34
C00026_P018,P018,Self-Image & Comparison,why does tihs feel personal ngl,validation,relatable,12,2025-06-24,why does tihs feel personal ngl,Relatable,0.9068,0.0
C00027_P018,P018,Self-Image & Comparison,this felt personal,ambiguous,relatable,9,2025-06-24,this felt personal,Relatable,0.7053,0.34
C00028_P018,P018,Self-Image & Comparison,it's too accurate fr,validation,relatable,11,2025-06-24,it's too accurate fr,Relatable,0.9784,0.34
C00029_P018,P018,Self-Image & Comparison,when is part 2? :),generic,neutral,10,2025-06-24,when is part,Neutral,0.0285,-0.34
C00000_P019,P019,Social Anxiety,excuse me my everyday routine!!,validation,relatable,13,2025-06-26,excuse me my everyday routine!!,Relatable,0.9818,0.74
C00001_P019,P019,Social Anxiety,the way exactly what I go through,validation,relatable,13,2025-06-26,the way exactly what i go through,Relatable,0.9712,0.34
C00002_P019,P019,Social Anxiety,the way I did this exact thing this morning and now I'm being called out publicly fr fr,validation,relatable,12,2025-06-26,the way i did this exact thing this morning and now i'm being called out publicly fr fr,Relatable,0.9426,0.34
C00003_P019,P019,Social Anxiety,song name please?!,generic,neutral,12,2025-06-26,song name please !,Neutral,0.019,-0.14
C00004_P019,P019,Social Anxiety,your page will blow up,generic,neutral,14,2025-06-26,your page will blow up,Neutral,0.0171,-0.34
C00005_P019,P019,Social Anxiety,"I rehearse before ordering coffee, no exaggeration",personal_story,relatable,9,2025-06-26,i rehearse before ordering coffee no exaggeration,Relatable,0.8775,0.0
C00006_P019,P019,Social Anxiety,"watched this, closed the app, opened it again, watched it again. yeah. ong",validation,relatable,11,2025-06-26,watched this closed the app opened it again watched it again yeah ong,Relatable,0.9156,-0.34
C00007_P019,P019,Social Anxiety,excuse me my whole life 😭😭,validation,relatable,8,2025-06-26,excuse me my whole life,Relatable,0.9919,0.34
C00008_P019,P019,Social Anxiety,true 🔥,generic,neutral,18,2025-06-26,true,Neutral,0.0084,0.34
C00009_P019,P019,Social Anxiety,follow for follow? 👍,generic,neutral,16,2025-06-26,follow for follow,Neutral,0.0253,-0.34
C00010_P019,P019,Social Anxiety,every frame is my biography da,validation,relatable,6,2025-06-26,every frame is my biography da,Relatable,0.9845,0.0
C00011_P019,P019,Social Anxiety,wait it me...,validation,relatable,12,2025-06-26,wait it me,Relatable,0.9652,0.34
C00012_P019,P019,Social Anxiety,this is my brain on a normal tuesday da,validation,relatable,15,2025-06-26,this is my brain on a normal tuesday da,Relatable,0.9757,0.0
C00013_P019,P019,Social Anxiety,"hold on, my whole life ong",validation,relatable,8,2025-06-26,hold on my whole life ong,Relatable,0.9825,0.0
C00014_P019,P019,Social Anxiety,ok but too real!!,validation,relatable,11,2025-06-26,ok but too real!!,Relatable,0.854,0.4
C00015_P019,P019,Social Anxiety,do a collab with us,generic,neutral,15,2025-06-26,do a collab with us,Neutral,0.0347,-0.34
C00016_P019,P019,Social Anxiety,this is my everyday routine!!,validation,relatable,6,2025-06-26,this is my everyday routine!!,Relatable,0.9783,0.4
C00017_P019,P019,Social Anxiety,my hands shake when the phone rings too,personal_story,relatable,12,2025-06-26,my hands shake when the phone rings too,Relatable,0.9051,0.0
C00018_P019,P019,Social Anxiety,okay but same,ambiguous,neutral,9,2025-06-26,okay but same,Neutral,0.4851,0.34
C00019_P019,P019,Social Anxiety,fr my everyday routinee ?!,validation,relatable,15,2025-06-26,fr my everyday routinee !,Relatable,0.9642,0.2
C00020_P019,P019,Social Anxiety,REPORTING THIS FOR PERSONAL DAMAGE...,validation,relatable,17,2025-06-26,reporting this for personal damage,Relatable,0.9503,0.0
C00021_P019,P019,Social Anxiety,your page will blow up!,generic,neutral,16,2025-06-26,your page will blow up!,Neutral,0.0171,-0.14
C00022_P019,P019,Social Anxiety,free followers in bio !!,generic,neutral,10,2025-06-26,free followers in bio !!,Neutral,0.0357,-0.28
C00023_P019,P019,Social Anxiety,why does this feel personal yaar,validation,relatable,14,2025-06-26,why does this feel personal yaar,Relatable,0.9577,0.0
C00024_P019,P019,Social Anxiety,dm for promotions bro,generic,neutral,14,2025-06-26,dm for promotions bro,Neutral,0.02,-0.34
C00025_P019,P019,Social Anxiety,painfully accurate anna,validation,relatable,9,2025-06-26,painfully accurate anna,Relatable,0.9452,0.68
C00026_P019,P019,Social Anxiety,congratulations you discovered being human,sarcasm,neutral,14,2025-06-26,congratulations you discovered being human,Neutral,0.0685,0.0
C00027_P019,P019,Social Anxiety,great content :),generic,neutral,6,2025-06-26,great content,Neutral,0.0295,-0.34
C00028_P019,P019,Social Anxiety,not me too accurate!!,validation,relatable,11,2025-06-26,not me too accurate!!,Relatable,0.9852,0.74
C00029_P019,P019,Social Anxiety,hurts but fair,ambiguous,neutral,9,2025-06-26,hurts but fair,Relatable,0.5599,0.34
C00030_P019,P019,Social Anxiety,who hurt you bro,sarcasm,neutral,7,2025-06-26,who hurt you bro,Neutral,0.0399,0.34
C00031_P019,P019,Social Anxiety,reading this at 3am was a mistake yaar,validation,relatable,7,2025-06-26,reading this at am was a mistake yaar,Relatable,0.9674,0.0
C00032_P019,P019,Social Anxiety,sending this to the group chat with no context pls,validation,relatable,12,2025-06-26,sending this to the group chat with no context pls,Relatable,0.9685,0.0
C00033_P019,P019,Social Anxiety,check my page macha,generic,neutral,9,2025-06-26,check my page macha,Neutral,0.0204,-0.68
C00034_P019,P019,Social Anxiety,"came here to laugh, stayed to confront myself 💀",validation,relatable,13,2025-06-26,came here to laugh stayed to confront myself,Relatable,0.9669,0.34
C00035_P019,P019,Social Anxiety,the way I did this exact thing this morning and now I'm being called out publicly istg,validation,relatable,6,2025-06-26,the way i did this exact thing this morning and now i'm being called out publicly istg,Relatable,0.9207,0.34
C00036_P019,P019,Social Anxiety,WHEN IS PART 2? 👍,generic,neutral,9,2025-06-26,when is part,Neutral,0.0285,-0.34
C00037_P019,P019,Social Anxiety,when is part 2? btw,generic,neutral,11,2025-06-26,when is part btw,Neutral,0.0213,-0.34
C00038_P019,P019,Social Anxiety,painfully accurate 😭,validation,relatable,13,2025-06-26,painfully accurate,Relatable,0.9494,0.68
C00039_P019,P019,Social Anxiety,sir this is my diary page anna,validation,relatable,9,2025-06-26,sir this is my diary page anna,Relatable,0.9756,-0.34
C00040_P019,P019,Social Anxiety,bro a documentary about me,validation,relatable,12,2025-06-26,bro a documentary about me,Relatable,0.9238,0.34
C00041_P019,P019,Social Anxiety,haha true!,generic,neutral,14,2025-06-26,haha true!,Neutral,0.0086,0.2
C00042_P019,P019,Social Anxiety,love this page 👍,generic,neutral,12,2025-06-26,love this page,Neutral,0.0197,-0.34
C00043_P019,P019,Social Anxiety,"found this page today, already binged everything ++",generic,neutral,9,2025-06-26,found this page today already binged everything,Neutral,0.0228,-0.34
C00044_P019,P019,Social Anxiety,no because the story of my life!!,validation,relatable,5,2025-06-26,no because the story of my life!!,Relatable,0.975,0.4
C00045_P019,P019,Social Anxiety,underrated page fr :),generic,neutral,14,2025-06-26,underrated page fr,Neutral,0.0312,-0.34
C00046_P019,P019,Social Anxiety,"hold on, literally me lol",validation,relatable,5,2025-06-26,hold on literally me lol,Relatable,0.9689,0.68
C00047_P019,P019,Social Anxiety,your page will blow up :),generic,neutral,14,2025-06-26,your page will blow up,Neutral,0.0171,-0.34
C00048_P019,P019,Social Anxiety,fr exactly what i go through ong,validation,relatable,11,2025-06-26,fr exactly what i go through ong,Relatable,0.9635,0.34
C00049_P019,P019,Social Anxiety,deserves way more likes 👍,generic,neutral,16,2025-06-26,deserves way more likes,Neutral,0.0361,0.0
C00050_P019,P019,Social Anxiety,you read my diary 🥲🥲,validation,relatable,13,2025-06-26,you read my diary,Relatable,0.9682,0.0
C00051_P019,P019,Social Anxiety,why is this my last three years in one video bhai,validation,relatable,20,2025-06-26,why is this my last three years in one video bhai,Relatable,0.9745,0.0
C00052_P019,P019,Social Anxiety,KEEP IT UP 🔥,generic,neutral,10,2025-06-26,keep it up,Neutral,0.0382,0.0
C00053_P019,P019,Social Anxiety,first comment ++,generic,neutral,13,2025-06-26,first comment,Neutral,0.0263,0.0
C00054_P019,P019,Social Anxiety,ok this is a mood,ambiguous,neutral,10,2025-06-26,ok this is a mood,Neutral,0.3186,0.0
C00055_P019,P019,Social Anxiety,the algorithm finally did something right btw,generic,neutral,11,2025-06-26,the algorithm finally did something right btw,Neutral,0.0353,0.0
C00056_P019,P019,Social Anxiety,stop describing me bhai,validation,relatable,12,2025-06-26,stop describing me bhai,Relatable,0.9646,0.34
C00057_P019,P019,Social Anxiety,no because me in one post lmaoo,validation,relatable,14,2025-06-26,no because me in one post lmaoo,Relatable,0.9728,0.34
C00058_P019,P019,Social Anxiety,that hit lcose to home 😭😭,validation,relatable,18,2025-06-26,that hit lcose to home,Relatable,0.8989,0.34
C00059_P019,P019,Social Anxiety,ok so so me da,validation,relatable,13,2025-06-26,ok so so me da,Relatable,0.9445,0.34
C00060_P019,P019,Social Anxiety,a documentary about me lmao,validation,relatable,10,2025-06-26,a documentary about me lmao,Relatable,0.9778,0.34
C00061_P019,P019,Social Anxiety,awesome work 👍,generic,neutral,10,2025-06-26,awesome work,Neutral,0.0299,-0.34
